"","Beer","Brewery","Location","Style","Size","ABV","IBU"
"1494","Number 22 Porter","Big Bend Brewing Company","Alpine, TX","American Porter","12 oz.","6.4%","N/A"
"1495","Big Bend Hefeweizen","Big Bend Brewing Company","Alpine, TX","Hefeweizen","12 oz.","5.6%","N/A"
"1496","Terlingua Gold","Big Bend Brewing Company","Alpine, TX","American Blonde Ale","12 oz.","6.0%","N/A"
"1497","Lumberyard Pilsner","Lumberyard Brewing Company","Flagstaff, AZ","American Pilsner","12 oz.","5.3%","20"
"1498","Galena Golden","Sockeye Brewing Company","Boise, ID","American Blonde Ale","12 oz.","4.3%","N/A"
"1499","Hell-Diver Pale Ale","Sockeye Brewing Company","Boise, ID","American Pale Ale (APA)","12 oz.","5.2%","32"
"1500","Woolybugger Wheat","Sockeye Brewing Company","Boise, ID","American Pale Wheat Ale","12 oz.","4.6%","12"
"1501","Kentucky IPA","Alltech's Lexington Brewing Company","Lexington, KY","American IPA","16 oz.","6.5%","N/A"
"1502","Nebraska India Pale Ale","Nebraska Brewing Company","Papillion, NE","American IPA","12 oz.","6.5%","65"
"1503","EOS Hefeweizen","Nebraska Brewing Company","Papillion, NE","Hefeweizen","12 oz.","4.8%","10"
"1504","Brunette Nut Brown Ale","Nebraska Brewing Company","Papillion, NE","English Brown Ale","12 oz.","4.8%","15"
"1505","Cardinal Pale Ale","Nebraska Brewing Company","Papillion, NE","American Pale Ale (APA)","12 oz.","5.7%","29"
"1506","Samuel Adams Summer Ale","Boston Beer Company","Boston, MA","American Pale Wheat Ale","12 oz.","5.3%","7"
"1507","Boston Lager","Boston Beer Company","Boston, MA","Vienna Lager","12 oz.","4.9%","30"
"1508","Humidor Series India Pale Ale","Cigar City Brewing Company","Tampa, FL","American IPA","12 oz.","7.5%","70"
"1509","Jai Alai IPA Aged on White Oak","Cigar City Brewing Company","Tampa, FL","American IPA","12 oz.","7.5%","70"
"1510","José Martí American Porter","Cigar City Brewing Company","Tampa, FL","American Porter","12 oz.","8.0%","65"
"1511","Invasion Pale Ale","Cigar City Brewing Company","Tampa, FL","American Pale Ale (APA)","12 oz.","5.0%","N/A"
"1512","Maduro Brown Ale","Cigar City Brewing Company","Tampa, FL","English Brown Ale","12 oz.","5.5%","25"
"1513","Pre Flight Pilsner","Airways Brewing Company","Kent, WA","American Pilsner","16 oz.","5.2%","33"
"1514","Tart Side of the Moon","Brewery Vivant","Grand Rapids, MI","Belgian Dark Ale","16 oz.","9.8%","N/A"
"1515","Our Legacy IPA","Matt Brewing Company","Utica, NY","American IPA","16 oz.","6.5%","60"
"1516","Pony Pilsner","Half Acre Beer Company","Chicago, IL","German Pilsener","16 oz.","5.7%","N/A"
"1517","A Little Crazy","Revolution Brewing Company","Chicago, IL","Belgian Pale Ale","12 oz.","6.8%","N/A"
"1518","Misty Mountain IPA","Back East Brewing Company","Bloomfield, CT","American IPA","12 oz.","7.0%","N/A"
"1519","Back East Ale","Back East Brewing Company","Bloomfield, CT","American Amber / Red Ale","12 oz.","5.0%","N/A"
"1520","Occidental Dunkel","Occidental Brewing Company","Portland, OR","Dunkelweizen","16 oz.","5.1%","N/A"
"1521","Occidental Altbier","Occidental Brewing Company","Portland, OR","Altbier","16 oz.","5.0%","N/A"
"1522","Ring of Dingle","Sun King Brewing Company","Indianapolis, IN","Irish Dry Stout","16 oz.","7.1%","27"
"1523","Bourbon Barrel Wee Mac","Sun King Brewing Company","Indianapolis, IN","Scottish Ale","16 oz. Alumi-Tek®","5.4%","23"
"1524","Psychopathy","Madtree Brewing Company","Cincinnati, OH","American IPA","12 oz.","6.9%","70"
"1525","Gnarly Brown","Madtree Brewing Company","Cincinnati, OH","American Brown Ale","12 oz.","7.0%","32"
"1526","Happy Amber","Madtree Brewing Company","Cincinnati, OH","American Amber / Red Ale","12 oz.","6.0%","30"
"1527","Helles Golden Lager","Sly Fox Brewing Company","Pottstown, PA","Munich Helles Lager","12 oz.","4.9%","18"
"1528","Ride Again Pale Ale","Lucette Brewing Company","Menominie, WI","American Pale Ale (APA)","16 oz.","5.2%","N/A"
"1529","Sidekick Extra Pale Ale","Two Brothers Brewing Company","Warrenville, IL","American Pale Ale (APA)","12 oz.","5.1%","36"
"1530","Hipster Breakfast","Southern Prohibition Brewing Com...","Hattiesburg, MS","Oatmeal Stout","16 oz.","5.8%","40"
"1531","Suzy B Dirty Blonde Ale","Southern Prohibition Brewing Com...","Hattiesburg, MS","American Blonde Ale","16 oz.","5.0%","20"
"1532","Devil's Harvest Extra Pale Ale","Southern Prohibition Brewing Com...","Hattiesburg, MS","American Pale Ale (APA)","16 oz.","5.8%","60"
"1533","Fremont Organic Pale Ale","Fremont Brewing Company","Seattle, WA","American Pale Ale (APA)","12 oz.","4.5%","N/A"
"1534","Shenanigans Summer Ale","Indeed Brewing Company","Minneapolis, MN","American Pale Wheat Ale","12 oz.","4.6%","27"
"1535","MechaHopzilla","New Orleans Lager & Ale Brewing ...","New Orleans, LA","American Double / Imperial IPA","16 oz.","8.8%","N/A"
"1536","Elder Betty","Magic Hat Brewing Company","South Burlington, VT","Hefeweizen","12 oz.","5.5%","13"
"1537","Overrated! West Coast Style IPA","Surly Brewing Company","Brooklyn Center, MN","American IPA","16 oz.","7.3%","69"
"1538","Heady Topper","The Alchemist","Waterbury, VT","American Double / Imperial IPA","16 oz.","8.0%","120"
"1539","River Runners Pale Ale","Eddyline Brewery & Restaurant","Buena Vista, CO","American Pale Ale (APA)","16 oz.","6.0%","N/A"
"1540","Descender IPA","Good Life Brewing Company","Bend, OR","American IPA","12 oz.","7.0%","70"
"1541","Sweet As Pacific Ale","Good Life Brewing Company","Bend, OR","American Pale Wheat Ale","12 oz.","6.0%","18"
"1542","Nut Sack Imperial Brown Ale","Engine 15 Brewing","Jacksonville Beach, FL","American Brown Ale","12 oz.","7.0%","N/A"
"1543","Pablo Beach Pale Ale","Green Room Brewing","Jacksonville, FL","American Pale Ale (APA)","12 oz.","5.0%","30"
"1544","3 Picket Porter","Crooked Fence Brewing Company","Garden City, ID","American Porter","12 oz.","5.5%","N/A"
"1545","Rusty Nail Pale Ale","Crooked Fence Brewing Company","Garden City, ID","American Pale Ale (APA)","12 oz.","5.6%","N/A"
"1546","Babbling Blonde","Rivertowne Brewing Company","Export, PA","American Blonde Ale","12 oz.","5.3%","N/A"
"1547","Maxwell's Scottish Ale","Rivertowne Brewing Company","Export, PA","Scottish Ale","12 oz.","5.1%","N/A"
"1548","Grateful White","Rivertowne Brewing Company","Export, PA","Witbier","12 oz.","6.1%","N/A"
"1549","RT Lager","Rivertowne Brewing Company","Export, PA","American Amber / Red Lager","12 oz.","5.5%","N/A"
"1550","Old Wylie's IPA","Rivertowne Brewing Company","Export, PA","American IPA","12 oz.","6.2%","N/A"
"1551","Hala Kahiki Pineapple Beer","Rivertowne Brewing Company","Export, PA","Fruit / Vegetable Beer","12 oz.","4.8%","N/A"
"1552","Organic Baba Black Lager","Uinta Brewing Company","Salt Lake City, UT","Schwarzbier","12 oz.","4.0%","32"
"1553","Tampa Pale Ale","Brindle Dog Brewing Company","Tampa Bay, FL","American Pale Ale (APA)","12 oz.","???","N/A"
"1554","Orange Grove Wheat Ale","Brindle Dog Brewing Company","Tampa Bay, FL","American Pale Wheat Ale","12 oz.","???","N/A"
"1555","Grey Lady","Cisco Brewers","Nantucket, MA","Witbier","12 oz.","4.5%","N/A"
"1556","Narragansett Summer Ale","Narragansett Brewing Company","Providence, RI","American Pale Wheat Ale","12 oz.","4.2%","24"
"1557","Penn Quarter Porter","DC Brau Brewing Company","Washington, DC","American Porter","12 oz.","5.5%","N/A"
"1558","Hans' Pils (2015)","Real Ale Brewing Company","Blanco, TX","German Pilsener","12 oz.","5.3%","52"
"1559","Double Bag","Long Trail Brewing Company","Bridgewater Corners,VT","Altbier","16 oz.","7.2%","33"
"1560","Hop Notch IPA (2013)","Uinta Brewing Company","Salt Lake City, UT","American IPA","12 oz.","7.3%","82"
"1561","Cutthroat Pale Ale","Uinta Brewing Company","Salt Lake City, UT","American Pale Ale (APA)","12 oz.","4.0%","34"
"1562","Side Kick Kölsch","Peace Tree Brewing Company","Knoxville, IA","Kölsch","12 oz.","5.0%","N/A"
"1563","Four Squared (2015)","Real Ale Brewing Company","Blanco, TX","American Blonde Ale","12 oz.","6.0%","50"
"1564","Rise-Up Red (2014)","Hopworks Urban Brewery","Portland, OR","American Amber / Red Ale","16 oz.","5.8%","60"
"1565","RecreationAle","Terrapin Brewing Company","Athens, GA","American Pale Ale (APA)","12 oz.","4.7%","42"
"1566","Occidental Kölsch","Occidental Brewing Company","Portland, OR","Kölsch","16 oz.","4.5%","N/A"
"1567","Hop Happy","Milwaukee Brewing Company","Milwaukee, WI","American IPA","16 oz.","7.5%","51"
"1568","Ozzy","The Brewer's Art","Baltimore, MD","Belgian Pale Ale","12 oz.","7.3%","N/A"
"1569","Schlafly IPA","Schlafly Brewing Company","Saint Louis, MO","American IPA","12 oz.","4.5%","30"
"1570","Schlafly American Brown Ale","Schlafly Brewing Company","Saint Louis, MO","American Brown Ale","12 oz.","5.0%","30"
"1571","Power House Porter","Sockeye Brewing Company","Boise, ID","American Porter","12 oz.","5.7%","N/A"
"1572","Stout Ol' Friend (2012)","Revolution Brewing","Paonia, CO","American Stout","16 oz.","6.4%","N/A"
"1573","Epicenter Amber Ale","SanTan Brewing Company","Chandler, AZ","American Amber / Red Ale","12 oz.","5.5%","20"
"1574","SanTan HefeWeizen","SanTan Brewing Company","Chandler, AZ","Hefeweizen","12 oz.","5.0%","15"
"1575","Hop Shock IPA","SanTan Brewing Company","Chandler, AZ","American IPA","12 oz.","7.0%","85"
"1576","Longboard Island Lager","Kona Brewing Company","Kona, HI","American Amber / Red Lager","12 oz.","4.6%","18"
"1577","West Sixth Amber Ale","West Sixth Brewing","Lexington, KY","American Amber / Red Ale","12 oz.","5.5%","N/A"
"1578","Barn Burner Saison","Karbach Brewing Company","Houston, TX","Saison / Farmhouse Ale","12 oz.","6.6%","20"
"1579","Disconnected Red","Big Choice Brewing","Broomfield, CO","American Amber / Red Ale","16 oz.","6.7%","85"
"1580","Akari Shogun American Wheat Ale","Half Acre Beer Company","Chicago, IL","American Pale Wheat Ale","16 oz.","5.5%","N/A"
"1581","Dale's Pale Ale","Oskar Blues Brewery (North Carol...","Brevard, NC","American Pale Ale (APA)","12 oz.","6.5%","65"
"1582","Owney Irish Style Red Ale","Great River Brewery","Davenport, IA","Irish Red Ale","16 oz.","5.0%","30"
"1583","Vanilla Bean Buffalo Sweat","Tallgrass Brewing Company","Manhattan, KS","Oatmeal Stout","16 oz.","5.0%","20"
"1584","Pete's ESP Lager (1998)","Pete's Brewing Company","San Antonio, TX","American Pale Lager","12 oz.","5.1%","N/A"
"1585","Pete's Wicked Summer Brew (1995)","Pete's Brewing Company","San Antonio, TX","American Pale Wheat Ale","12 oz.","4.7%","N/A"
"1586","Pete's Wicked Bohemian Pilsner (1997)","Pete's Brewing Company","San Antonio, TX","Czech Pilsener","12 oz.","4.9%","N/A"
"1587","The Hole in Hadrian's Wall","Okoboji Brewing Company","Spirit Lake, IA","Scottish Ale","16 oz.","9.5%","19"
"1588","33 Select Brown Ale","Okoboji Brewing Company","Spirit Lake, IA","American Brown Ale","16 oz.","6.5%","26"
"1589","South Ridge Amber Ale","Crystal Springs Brewing Company","Boulder, CO","American Amber / Red Ale","16 oz.","6.0%","31"
"1590","Pete's Wicked Pale Ale (1997)","Pete's Brewing Company","San Antonio, TX","American Pale Ale (APA)","12 oz.","???","N/A"
"1591","Pete's Wicked Summer Brew (2002)","Pete's Brewing Company","San Antonio, TX","American Pale Wheat Ale","12 oz.","4.7%","N/A"
"1592","Pete's Wicked Summer Brew (1997)","Pete's Brewing Company","San Antonio, TX","American Pale Wheat Ale","12 oz.","4.7%","N/A"
"1593","Pete's Wicked Summer Brew (1996)","Pete's Brewing Company","San Antonio, TX","American Pale Wheat Ale","12 oz.","4.7%","N/A"
"1594","Honey Wheat","Morgan Street Brewery","Saint Louis, MO","American Pale Wheat Ale","12 oz.","4.7%","14"
"1595","Black Bear Dark Lager","Morgan Street Brewery","Saint Louis, MO","Schwarzbier","12 oz.","4.6%","24"
"1596","The Lawn Ranger","Cedar Creek Brewery","Seven Points, TX","Cream Ale","16 oz.","5.0%","18"
"1597","Bourbon Barrel Johan","Sun King Brewing Company","Indianapolis, IN","English Barleywine","16 oz. Alumi-Tek®","9.9%","60"
"1598","Outlaw IPA","Payette Brewing Company","Garden City, ID","American IPA","12 oz.","6.2%","65"
"1599","Back in the Saddle Rye Pale Ale","Mavericks Beer Company","Half Moon Bay, CA","American Pale Ale (APA)","12 oz.","3.7%","53"
"1600","Golden Pilsner","Morgan Street Brewery","Saint Louis, MO","German Pilsener","12 oz.","5.0%","35"
"1601","Wynkoop Pumpkin Ale","Wynkoop Brewing Company","Denver, CO","Pumpkin Ale","12 oz.","5.5%","N/A"
"1602","Big Red Coq","Brewery Vivant","Grand Rapids, MI","American Amber / Red Ale","16 oz.","6.0%","N/A"
"1603","North Fork Lager","Payette Brewing Company","Garden City, ID","American Pale Lager","12 oz.","4.4%","N/A"
"1604","Atom Smasher","Two Brothers Brewing Company","Warrenville, IL","Märzen / Oktoberfest","12 oz.","7.7%","23"
"1605","Testudo","Two Brothers Brewing Company","Warrenville, IL","Bière de Garde","12 oz.","4.5%","N/A"
"1606","Hobnob B & B Pale Ale","Two Brothers Brewing Company","Warrenville, IL","American Pale Ale (APA)","12 oz.","6.5%","N/A"
"1607","Underachiever","Engine House 9","Tacoma, WA","American Adjunct Lager","16 oz.","5.0%","N/A"
"1608","Wachusett Summer","Wachusett Brewing Company","Westminster, MA","American Pale Wheat Ale","12 oz.","4.7%","N/A"
"1609","Bronx Pale Ale","The Bronx Brewery","Bronx, NY","American Pale Ale (APA)","16 oz.","6.3%","50"
"1610","Lower De Boom","21st Amendment Brewery","San Francisco, CA","American Barleywine","8.4 oz.","9.9%","92"
"1611","Rocky Mountain Oyster Stout","Wynkoop Brewing Company","Denver, CO","American Stout","12 oz.","7.5%","N/A"
"1612","Cabrillo Kölsch","Golden Road Brewing","Los Angeles, CA","Kölsch","16 oz.","5.0%","N/A"
"1613","Hubris Quadrupel Anniversary Ale","Brewery Vivant","Grand Rapids, MI","Quadrupel (Quad)","16 oz.","9.9%","N/A"
"1614","Plow Horse Belgian Style Imperial Stout","Brewery Vivant","Grand Rapids, MI","American Double / Imperial Stout","16 oz.","9.5%","N/A"
"1615","Country Pale Ale","Wachusett Brewing Company","Westminster, MA","English Pale Ale","12 oz.","5.1%","17"
"1616","Wachusett Light IPA (2013)","Wachusett Brewing Company","Westminster, MA","American IPA","12 oz.","4.0%","37"
"1617","Aaah Bock Lager","Great River Brewery","Davenport, IA","Vienna Lager","16 oz.","6.0%","N/A"
"1618","Big Island Shandy","Tonka Beer Company","Minnetonka, MN","Shandy","16 oz.","5.0%","N/A"
"1619","Preservation IPA","Tonka Beer Company","Minnetonka, MN","American IPA","16 oz.","6.8%","N/A"
"1620","N Street Drive-In 50th Anniversary IPA","Blue Blood Brewing Company","Lincoln, NE","American Double / Imperial IPA","12 oz.","???","N/A"
"1621","Fireside Chat","21st Amendment Brewery","San Francisco, CA","Winter Warmer","12 oz.","7.9%","45"
"1622","Mistress Winter Wheat","Bonfire Brewing Company","Eagle, CO","Winter Warmer","12 oz.","6.4%","N/A"
"1623","Quaff India Style Session Ale","Fearless Brewing Company","Estacada, OR","American IPA","16 oz.","5.1%","N/A"
"1624","Watership Brown Ale","Red Hare Brewing Company","Marietta, GA","American Brown Ale","12 oz.","7.2%","55"
"1625","3Beans","Sixpoint Craft Ales","Brooklyn, NY","Baltic Porter","12 oz.","9.9%","85"
"1626","Longfin Lager","Ballast Point Brewing Company","San Diego, CA","Munich Helles Lager","12 oz.","4.6%","N/A"
"1627","Sculpin IPA","Ballast Point Brewing Company","San Diego, CA","American IPA","12 oz.","7.0%","70"
"1628","Ethos IPA","Tallgrass Brewing Company","Manhattan, KS","American IPA","16 oz.","6.8%","110"
"1629","Orange Wheat","Hangar 24 Craft Brewery","Redlands, CA","Fruit / Vegetable Beer","12 oz.","4.6%","17"
"1630","Hangar 24 Helles Lager","Hangar 24 Craft Brewery","Redlands, CA","Munich Helles Lager","12 oz.","4.3%","14"
"1631","Pumpkin Patch Ale (2012)","Eddyline Brewery & Restaurant","Buena Vista, CO","Pumpkin Ale","16 oz.","5.0%","N/A"
"1632","Hibernal Vinifera Stout","Ska Brewing Company","Durango, CO","Foreign / Export Stout","12 oz.","8.0%","N/A"
"1633","467 Ethan's Stout","Blue Blood Brewing Company","Lincoln, NE","American Stout","12 oz.","5.0%","N/A"
"1634","Red Cockaded Ale (2013)","Southern Star Brewing Company","Conroe, TX","American Double / Imperial IPA","12 oz.","8.5%","110"
"1635","Old Potentate","Southern Star Brewing Company","Conroe, TX","Old Ale","12 oz.","7.2%","40"
"1636","Tallgrass Pub Ale","Tallgrass Brewing Company","Manhattan, KS","American Brown Ale","16 oz.","4.4%","12"
"1637","Macon History Ale","Macon Beer Company","Macon, GA","American Brown Ale","12 oz.","5.5%","N/A"
"1638","Elevation Triple India Pale Ale","Renegade Brewing Company","Denver, CO","American Double / Imperial IPA","12 oz.","9.9%","100"
"1639","5:00 O'Clock Afternoon Ale","Renegade Brewing Company","Denver, CO","American Blonde Ale","16 oz.","5.0%","25"
"1640","The One They Call Zoe","Hops & Grain Brewery","Austin, TX","American Pale Lager","12 oz.","5.1%","N/A"
"1641","Big Elm IPA","Big Elm Brewing","Sheffield, MA","American IPA","12 oz.","7.0%","N/A"
"1642","Gerry Dog Stout","Big Elm Brewing","Sheffield, MA","American Stout","12 oz.","6.5%","N/A"
"1643","413 Farmhouse Ale","Big Elm Brewing","Sheffield, MA","Saison / Farmhouse Ale","12 oz.","6.0%","N/A"
"1644","Good People Pale Ale","Good People Brewing Company","Birmingham, AL","American Pale Ale (APA)","12 oz.","5.6%","36"
"1645","Watershed IPA (2013)","Oakshire Brewing","Eugene, OR","American IPA","12 oz.","6.7%","70"
"1646","Tent Pole Vanilla Porter","Bonfire Brewing Company","Eagle, CO","American Porter","16 oz.","6.1%","N/A"
"1647","Awry Rye Pale Ale","Bonfire Brewing Company","Eagle, CO","American Pale Ale (APA)","12 oz.","5.8%","N/A"
"1648","Demshitz Brown Ale","Bonfire Brewing Company","Eagle, CO","American Brown Ale","12 oz.","5.8%","N/A"
"1649","Winterfest","Sockeye Brewing Company","Boise, ID","American Strong Ale","16 oz.","8.4%","90"
"1650","Abominable Ale","Fremont Brewing Company","Seattle, WA","English Strong Ale","12 oz.","8.0%","N/A"
"1651","oSKAr the G'Rauch","Oskar Blues Brewery","Longmont, CO","American IPA","19.2 oz.","8.5%","N/A"
"1652","oSKAr the G'Rauch","Oskar Blues Brewery","Longmont, CO","American IPA","16 oz.","8.5%","N/A"
"1653","Get Up Offa That Brown","Golden Road Brewing","Los Angeles, CA","American Brown Ale","16 oz.","5.5%","20"
"1654","Loose Cannon","Heavy Seas Beer","Halethorpe, MD","American IPA","12 oz.","7.2%","45"
"1655","AARGHtoberfest!","Heavy Seas Beer","Halethorpe, MD","Märzen / Oktoberfest","12 oz.","6.0%","30"
"1656","Davy Jones Lager","Heavy Seas Beer","Halethorpe, MD","Cream Ale","12 oz.","6.0%","N/A"
"1657","Morning Wood","Big Wood Brewery","Vadnais Heights, MN","Oatmeal Stout","16 oz.","5.5%","35"
"1658","Bark Bite IPA","Big Wood Brewery","Vadnais Heights, MN","American IPA","16 oz.","6.6%","50"
